cluster,id,formula,tc,origin,side,n,n_zero,n_pos,tc_max
Ba-Cu-La-O|La1.2Ba1.8Cu3O7.3,La1.2Ba1.8Cu3O7.45-MP-mp-505315.cif,La1.2Ba1.8Cu3O7.45,0.0,new,zero,5,4,1,27.0
Ba-Cu-La-O|La1.2Ba1.8Cu3O7.3,La1.2Ba1.8Cu3O7.4-MP-mp-505315.cif,La1.2Ba1.8Cu3O7.4,0.0,new,zero,5,4,1,27.0
Ba-Cu-La-O|La1.2Ba1.8Cu3O7.3,La1.2Ba1.8Cu3O7.35-MP-mp-505315.cif,La1.2Ba1.8Cu3O7.35,0.0,new,zero,5,4,1,27.0
Ba-Cu-La-O|La1.2Ba1.8Cu3O6.98,La2.4Ba3.6Cu6O14.01-MP-mp-558557.cif,La2.4Ba3.6Cu6O14.01,39.0,new,low,2,0,2,80.0
Ba-Cu-La-O|La1.2Ba1.8Cu3O6.98,La1.2Ba1.8Cu3O6.98-MP-mp-622210.cif,La1.2Ba1.8Cu3O6.98,80.0,new,high,2,0,2,80.0
Ba-Cu-La-O-Y|Y1Ba1.5La0.5Cu3O7.17,Ba1.5Cu3La0.5Y1O7-MP-mp-1228381.cif,Ba1.5Cu3La0.5Y1O7,0.3,V45,low,7,0,7,55.55
Ba-Cu-La-O-Y|Y1Ba1.5La0.5Cu3O7.17,Y1Ba1.5La0.5Cu3O7.22-MP-icsd-63321.cif,Y1Ba1.5La0.5Cu3O7.22,36.6,new,high,7,0,7,55.55
Ba-Cu-La-O-Y|Y1Ba1.5La0.5Cu3O7.17,Y1Ba1.5La0.5Cu3O7.19-MP-icsd-63321.cif,Y1Ba1.5La0.5Cu3O7.19,38.3,new,high,7,0,7,55.55
Ba-Cu-La-O-Y|Y1Ba1.5La0.5Cu3O7.17,Y1Ba1.5La0.5Cu3O7.17-MP-icsd-63321.cif,Y1Ba1.5La0.5Cu3O7.17,55.55,new,high,7,0,7,55.55
Ba-Cu-La-O-Y|Y1Ba1.5La0.5Cu3O7.17,Y2La1Ba3Cu6O14.17-MP-icsd-63321.cif,Y2La1Ba3Cu6O14.17,33.0,new,high,7,0,7,55.55
Ba-Cu-La-O-Y|Y1Ba1.5La0.5Cu3O7.17,Y1Ba1.5La0.5Cu3O7.1-MP-icsd-63321.cif,Y1Ba1.5La0.5Cu3O7.1,30.0,new,high,7,0,7,55.55
Ba-Cu-La-O-Y|Y1Ba1.5La0.5Cu3O7.17,Y1Ba1.5La0.5Cu3O7.06-MP-icsd-63321.cif,Y1Ba1.5La0.5Cu3O7.06,22.0,new,low,7,0,7,55.55
Ba-Cu-La-O-Y|Ba1.7Cu4La0.3Y1O8,Ba1.72Cu4La0.28Y1O8-MP-mp-6790-synth_doped.cif,Ba1.72Cu4La0.28Y1O8,18.9,V45,low,2,0,2,52.6
Ba-Cu-La-O-Y|Ba1.7Cu4La0.3Y1O8,Ba1.7Cu4La0.3Y1O8-MP-mp-6790-synth_doped.cif,Ba1.7Cu4La0.3Y1O8,52.6,V45,high,2,0,2,52.6
Ba-Cu-La-O-Y|Y1Ba1.6La0.4Cu3O7.14,Y1Ba1.6La0.4Cu3O7-MP-mp-1228381.cif,Y1Ba1.6La0.4Cu3O7,32.2,new,low,6,0,6,69.075
Ba-Cu-La-O-Y|Y1Ba1.6La0.4Cu3O7.14,Y1Ba1.6La0.4Cu3O7.14-MP-icsd-63321.cif,Y1Ba1.6La0.4Cu3O7.14,69.075,new,high,6,0,6,69.075
Ba-Cu-La-O-Y|Y1Ba1.6La0.4Cu3O7.14,Y1Ba1.6La0.4Cu3O7.083-MP-icsd-63321.cif,Y1Ba1.6La0.4Cu3O7.083,49.4,new,high,6,0,6,69.075
Ba-Cu-La-O-Y|Y1Ba1.6La0.4Cu3O7.14,Y1Ba1.6La0.4Cu3O7.11-MP-icsd-63321.cif,Y1Ba1.6La0.4Cu3O7.11,47.65,new,high,6,0,6,69.075
Ba-Cu-La-O-Y|Y1Ba1.6La0.4Cu3O7.14,Y1Ba1.6La0.4Cu3O7.06-MP-icsd-63321.cif,Y1Ba1.6La0.4Cu3O7.06,52.0,new,high,6,0,6,69.075
Ba-Cu-La-O-Y|Y1Ba1.6La0.4Cu3O7.14,Y1Ba1.6La0.4Cu3O7.05-MP-icsd-63321.cif,Y1Ba1.6La0.4Cu3O7.05,55.5,new,high,6,0,6,69.075
Ba-Cu-O-Sr-Y|Y1Ba1.8Sr0.2Cu4O7.95,Ba1.75Cu4Sr0.25Y1O8-MP-mp-6790-synth_doped.cif,Ba1.75Cu4Sr0.25Y1O8,0.0,V45,zero,6,2,4,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.8Sr0.2Cu4O7.95,Ba1.76Cu4Sr0.24Y1O8-MP-mp-6790-synth_doped.cif,Ba1.76Cu4Sr0.24Y1O8,76.0,V45,high,6,2,4,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.8Sr0.2Cu4O7.95,Ba1.78Cu4Sr0.22Y1O8-MP-mp-6790-synth_doped.cif,Ba1.78Cu4Sr0.22Y1O8,0.0,V45,zero,6,2,4,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.8Sr0.2Cu4O7.95,Ba1.8Cu4Sr0.2Y1O8-MP-mp-6790-synth_doped.cif,Ba1.8Cu4Sr0.2Y1O8,77.7,V45,high,6,2,4,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.8Sr0.2Cu4O7.95,Y1Ba1.8Sr0.2Cu4O7.9-MP-mp-6790.cif,Y1Ba1.8Sr0.2Cu4O7.9,78.0,new,high,6,2,4,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.8Sr0.2Cu4O7.95,Y1Ba1.8Sr0.2Cu4O7.95-MP-mp-6790.cif,Y1Ba1.8Sr0.2Cu4O7.95,82.0,new,high,6,2,4,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.4Sr0.6Cu4O7.95,Y1Ba1.4Sr0.6Cu4O7.95-MP-mp-1227433.cif,Y1Ba1.4Sr0.6Cu4O7.95,82.0,new,high,4,1,3,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.4Sr0.6Cu4O7.95,Y1Ba1.36Sr0.64Cu4O8-MP-mp-1227433.cif,Y1Ba1.36Sr0.64Cu4O8,81.0,new,high,4,1,3,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.4Sr0.6Cu4O7.95,Y1Ba1.38Sr0.62Cu4O8-MP-mp-1227433.cif,Y1Ba1.38Sr0.62Cu4O8,0.0,new,zero,4,1,3,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.4Sr0.6Cu4O7.95,Y1Ba1.4Sr0.6Cu4O8-MP-mp-1227433.cif,Y1Ba1.4Sr0.6Cu4O8,79.16666667,new,high,4,1,3,82.0
Ba-Cu-O-Sr-Y|Y1Ba1.65Sr0.35Cu4O8,Y1Ba1.68Sr0.32Cu4O8-MP-mp-1227433.cif,Y1Ba1.68Sr0.32Cu4O8,0.0,new,zero,2,1,1,80.8
Ba-Cu-O-Sr-Y|Y1Ba1.65Sr0.35Cu4O8,Y1Ba1.65Sr0.35Cu4O8-MP-mp-1227433.cif,Y1Ba1.65Sr0.35Cu4O8,80.8,new,high,2,1,1,80.8
Ba-Cu-Nd-O|Nd1.5Ba1.5Cu3O7.14,Nd1.5Ba1.5Cu3O7.14-MP-mp-1228592.cif,Nd1.5Ba1.5Cu3O7.14,20.0,new,high,4,2,2,20.0
Ba-Cu-Nd-O|Nd1.5Ba1.5Cu3O7.14,Nd1.5Ba1.5Cu3O7.12-MP-mp-1228592.cif,Nd1.5Ba1.5Cu3O7.12,15.4,new,high,4,2,2,20.0
