id,formula,tc,origin,reason
Al1Sr2Ho0.4Ca0.6Cu2O7-MP-mp-1208627.cif,Al1Sr2Ho0.4Ca0.6Cu2O7,24.0,new,structure: parent lacks the redox centre
Al0.25Fe0.75Se0.85-MP-mp-11674.cif,Al0.25Fe0.75Se0.85,8.5,new,structure: parent lacks the redox centre
Ca3Al2Fe2As2O5-MP-mp-1325009.cif,Ca3Al2Fe2As2O5,30.2,new,structure: parent of a different compound class (-1.1 anions/cation)
Ca8Mg1.5Ti4.5Fe2As2O9.5-MP-mp-1221997.cif,Ca8Mg1.5Ti4.5Fe2As2O9.5,40.0,new,structure: parent of a different compound class (-1.1 anions/cation)
Ni2As2Sr4V2O6-MP-mp-1218545.cif,Ni2As2Sr4V2O6,0.0,new,structure: parent of a different compound class (-1.2 anions/cation)
Pr0.65Sr0.35Fe1As0.9P0.1O1-MP-mp-1203060.cif,Pr0.65Sr0.35Fe1As0.9P0.1O1,0.0,new,structure: parent of a different compound class (-1.7 anions/cation)
Pr0.65Sr0.35Fe1As0.95P0.05O1-MP-mp-1203060.cif,Pr0.65Sr0.35Fe1As0.95P0.05O1,15.4,new,structure: parent of a different compound class (-1.7 anions/cation)
Sm1Fe1As1F0.6O0.6-MP-mp-4794.cif,Sm1Fe1As1F0.6O0.6,55.0,new,structure: parent lacks the redox centre; structure: parent of a different compound class (-1.1 anions/cation)
La1Fe0.887Zn0.113As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.887Zn0.113As1F0.28O0.68,0.0,new,structure: parent lacks the redox centre
La1Fe0.905Zn0.095As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.905Zn0.095As1F0.28O0.68,3.5,new,structure: parent lacks the redox centre
La1Fe0.918Zn0.082As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.918Zn0.082As1F0.28O0.68,8.2,new,structure: parent lacks the redox centre
La1Fe0.973Zn0.027As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.973Zn0.027As1F0.28O0.68,12.2,new,structure: parent lacks the redox centre
La1Fe0.982Zn0.018As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.982Zn0.018As1F0.28O0.68,19.6,new,structure: parent lacks the redox centre
La1Fe0.951Zn0.049As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.951Zn0.049As1F0.28O0.68,1.0,new,structure: parent lacks the redox centre
Tb0.56Ca0.44Fe1As1O1-MP-mp-1325009.cif,Tb0.56Ca0.44Fe1As1O1,15.6,new,structure: parent of a different compound class (-1.3 anions/cation)
Pr0.6Ca0.4Fe1As1O1-MP-mp-1325009.cif,Pr0.6Ca0.4Fe1As1O1,0.0,new,structure: parent of a different compound class (-1.3 anions/cation)
Ca1Fe1As1F0.29H0.71-MP-mp-758814.cif,Ca1Fe1As1F0.29H0.71,0.0,new,structure: parent lacks the redox centre; structure: parent of a different compound class (-7.7 anions/cation)
Dy1Fe1As1F0.1O0.9-MP-mp-1224755.cif,Dy1Fe1As1F0.1O0.9,45.0,new,structure: parent of a different compound class (-1.3 anions/cation)
Ho1Fe1As1F0.1O0.9-MP-mp-1224755.cif,Ho1Fe1As1F0.1O0.9,36.0,new,structure: parent of a different compound class (-1.3 anions/cation)
La1Fe0.2Zn0.8As1F0.15O0.85-MP-mp-549589.cif,La1Fe0.2Zn0.8As1F0.15O0.85,23.9,new,structure: parent lacks the redox centre
La1Fe0.4Zn0.6As1F0.15O0.85-MP-mp-549589.cif,La1Fe0.4Zn0.6As1F0.15O0.85,24.6,new,structure: parent lacks the redox centre
La1Fe0.8Zn0.2As1F0.15O0.85-MP-mp-549589.cif,La1Fe0.8Zn0.2As1F0.15O0.85,25.5,new,structure: parent lacks the redox centre
Sm1Fe0.6Zn0.4As1F0.2O0.8-MP-mp-1047105.cif,Sm1Fe0.6Zn0.4As1F0.2O0.8,0.0,new,structure: parent of a different compound class (-1.3 anions/cation)
La0.8Na0.2Fe1As1F0.2O0.8-MP-mp-1210021.cif,La0.8Na0.2Fe1As1F0.2O0.8,23.02,new,structure: parent of a different compound class (-1.3 anions/cation)
Sm1Fe0.8Zn0.2As1F0.2O0.8-MP-mp-1047105.cif,Sm1Fe0.8Zn0.2As1F0.2O0.8,0.0,new,structure: parent of a different compound class (-1.3 anions/cation)
Gd1Fe1As1H0.1O0.9-MP-mp-1078679.cif,Gd1Fe1As1H0.1O0.9,55.6,new,structure: composition mismatch
Sm1Fe1As1H0.19O0.81-MP-mp-20349.cif,Sm1Fe1As1H0.19O0.81,55.3,new,structure: composition mismatch
La1Ni1As1H0.17O0.83-MP-mp-1079362.cif,La1Ni1As1H0.17O0.83,3.68,new,structure: composition mismatch
Dy1Fe1As1O0.85-MP-mp-21016.cif,Dy1Fe1As1O0.85,51.0,new,structure: parent of a different compound class (-1.7 anions/cation)
Ho1Fe1As1O0.85-MP-mp-12944.cif,Ho1Fe1As1O0.85,49.1,new,structure: parent lacks the redox centre; structure: parent of a different compound class (-1.7 anions/cation)
Y1Fe1As1O0.85-MP-mp-1379819.cif,Y1Fe1As1O0.85,45.2,new,structure: parent of a different compound class (-1.5 anions/cation)
Sr1Fe1.2Ru0.8As2-MP-mp-4404.cif,Sr1Fe1.2Ru0.8As2,17.2,new,structure: parent lacks the redox centre
Sr1Fe1.3Ru0.7As2-MP-mp-4404.cif,Sr1Fe1.3Ru0.7As2,16.8,new,structure: parent lacks the redox centre
Sr1Fe1.4Ru0.6As2-MP-mp-4404.cif,Sr1Fe1.4Ru0.6As2,19.8,new,structure: parent lacks the redox centre
Sr1Fe1Ru1As2-MP-mp-4404.cif,Sr1Fe1Ru1As2,0.0,new,structure: parent lacks the redox centre
Sr1Fe1.6Ru0.4As2-MP-mp-4404.cif,Sr1Fe1.6Ru0.4As2,0.0,new,structure: parent lacks the redox centre
Sr1Fe1.5Ru0.5As2-MP-mp-4404.cif,Sr1Fe1.5Ru0.5As2,10.25,new,structure: parent lacks the redox centre
Ca0.8La0.2Fe0.978Co0.022As2-MP-mp-1900.cif,Ca0.8La0.2Fe0.978Co0.022As2,37.8,new,structure: parent lacks the redox centre
Ca0.8La0.2Fe0.9671Co0.0329As2-MP-mp-1900.cif,Ca0.8La0.2Fe0.9671Co0.0329As2,36.5,new,structure: parent lacks the redox centre
Ca0.8La0.2Fe0.9558Co0.0442As2-MP-mp-1900.cif,Ca0.8La0.2Fe0.9558Co0.0442As2,35.1,new,structure: parent lacks the redox centre
Au0.05Sb0.9Te0.05-MP-mp-1201.cif,Au0.05Sb0.9Te0.05,0.0,new,structure: parent of a different compound class (-1.4 anions/cation)
Au0.075Sb0.85Te0.075-MP-mp-1201.cif,Au0.075Sb0.85Te0.075,4.5,new,structure: parent of a different compound class (-1.4 anions/cation)
Au0.125Sb0.75Te0.125-MP-mp-1201.cif,Au0.125Sb0.75Te0.125,6.7,new,structure: parent of a different compound class (-1.4 anions/cation)
Au0.14Te0.86-MP-mp-1662.cif,Au0.14Te0.86,1.7,new,structure: parent of a different compound class (+4.1 anions/cation)
Au0.15Te0.85-MP-mp-1662.cif,Au0.15Te0.85,1.64,new,structure: parent of a different compound class (+3.7 anions/cation)
Au0.16Te0.84-MP-mp-1662.cif,Au0.16Te0.84,1.71,new,structure: parent of a different compound class (+3.2 anions/cation)
Au0.18Te0.82-MP-mp-1662.cif,Au0.18Te0.82,1.56,new,structure: parent of a different compound class (+2.6 anions/cation)
Au0.1Sb0.8Te0.1-MP-mp-1201.cif,Au0.1Sb0.8Te0.1,6.0,new,structure: parent of a different compound class (-1.4 anions/cation)
Au0.22Te0.78-MP-mp-1662.cif,Au0.22Te0.78,1.54,new,structure: parent of a different compound class (+1.6 anions/cation)
Au0.24Te0.76-MP-mp-1662.cif,Au0.24Te0.76,1.72,new,structure: parent of a different compound class (+1.2 anions/cation)
Au0.2Sb0.6Te0.2-MP-mp-1201.cif,Au0.2Sb0.6Te0.2,6.6,new,structure: parent of a different compound class (-1.2 anions/cation)
Au0.2Te0.8-MP-mp-1662.cif,Au0.2Te0.8,1.48,new,structure: parent of a different compound class (+2.0 anions/cation)
B0.6C0.4Sr0.5Ba1.5Ca2Cu3O9-MP-mp-1019542.cif,B0.6C0.4Sr0.5Ba1.5Ca2Cu3O9,119.0,new,structure: parent lacks the redox centre
Eu1Ba1Cu1B1O5-MP-mp-1212596.cif,Eu1Ba1Cu1B1O5,0.0,new,structure: parent lacks the redox centre
Nb1B2O2-MP-mp-8615.cif,Nb1B2O2,0.0,new,structure: parent of a different compound class (-1.3 anions/cation)
Th1Ca3Ba1Cu3O9-MP-mp-1189614.cif,Th1Ca3Ba1Cu3O9,124.5,new,structure: parent lacks the redox centre
Fe0.5Ba1Sr1Nd1Cu2.5O7.499-MP-mp-1218798.cif,Fe0.5Ba1Sr1Nd1Cu2.5O7.499,0.0,new,structure: parent lacks the redox centre
Fe0.5Ba1Sr1Er1Cu2.5O7.439-MP-mp-1227774.cif,Fe0.5Ba1Sr1Er1Cu2.5O7.439,47.8,new,structure: parent lacks the redox centre
Fe0.5Ba1Sr1Ho1Cu2.5O7.462-MP-mp-1227739.cif,Fe0.5Ba1Sr1Ho1Cu2.5O7.462,45.2,new,structure: parent lacks the redox centre
Fe0.5Ba1Sr1Yb1Cu2.5O7.432-MP-mp-1227739.cif,Fe0.5Ba1Sr1Yb1Cu2.5O7.432,29.7,new,structure: parent lacks the redox centre
Ho1Ba1Sr1Cu3O6.94-MP-mp-1227777.cif,Ho1Ba1Sr1Cu3O6.94,79.0,new,structure: parent lacks the redox centre
Tm1Ba1Sr1Cu3O6.94-MP-mp-1227530.cif,Tm1Ba1Sr1Cu3O6.94,70.0,new,structure: parent lacks the redox centre
Ti2Ba2Ca1Gd2.25Ce0.75Cu2O14-MP-mp-1521898.cif,Ti2Ba2Ca1Gd2.25Ce0.75Cu2O14,0.0,new,structure: parent lacks the redox centre
Nd2Ba2Ca1Ce1Ti1.9Cu2.1O14-MP-mp-1521898.cif,Nd2Ba2Ca1Ce1Ti1.9Cu2.1O14,0.0,new,structure: parent lacks the redox centre
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574-MP-mp-505589.cif,La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80.0,new,typo: Cu oxidation -0.69
Nd2Ba2Ce1Ti2Cu2O13-MP-mp-6285.cif,Nd2Ba2Ce1Ti2Cu2O13,0.0,new,structure: parent lacks the redox centre
Y1Ba2Cu3O6050-MP-mp-643409.cif,Y1Ba2Cu3O6050,22.0,new,typo: Cu oxidation 4031.00; structure: parent of a different compound class (+1007.2 anions/cation); typo: absurd coefficient
La1.5Nd0.5Ba2Ca1Cu5O7.123-MP-mp-1228590.cif,La1.5Nd0.5Ba2Ca1Cu5O7.123,78.0,new,typo: Cu oxidation 0.45
La1.7Nd0.3Ba2Ca0.6Cu4.6O7.135-MP-mp-1228590.cif,La1.7Nd0.3Ba2Ca0.6Cu4.6O7.135,77.0,new,typo: Cu oxidation 0.67
Tl0.25Li0.25Ba2Ca2Cu2.25Si1.25O7.719-MP-mp-1204270.cif,Tl0.25Li0.25Ba2Ca2Cu2.25Si1.25O7.719,99.0,new,typo: Cu oxidation 0.64
Tl2Ba2Ca1Cu1.98Fe0.02F0.2O7.9-MP-mp-581641.cif,Tl2Ba2Ca1Cu1.98Fe0.02F0.2O7.9,109.0,new,structure: parent of a different compound class (-1.2 anions/cation)
Tl2Ba2Ca1Cu1.98Fe0.02F0.3O7.85-MP-mp-581641.cif,Tl2Ba2Ca1Cu1.98Fe0.02F0.3O7.85,101.0,new,structure: parent of a different compound class (-1.2 anions/cation)
Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02F0.2O7.9-MP-mp-581641.cif,Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02F0.2O7.9,103.0,new,structure: parent of a different compound class (-1.2 anions/cation)
Tl2Ba2Ca1Cu1.98Fe0.02F0.1O7.95-MP-mp-581641.cif,Tl2Ba2Ca1Cu1.98Fe0.02F0.1O7.95,110.0,new,structure: parent of a different compound class (-1.2 anions/cation)
Fe0.5Ba2Dy1Cu2.5O7.52-MP-mp-1522063.cif,Fe0.5Ba2Dy1Cu2.5O7.52,75.0,new,structure: parent lacks the redox centre
Fe0.5Ba2Eu1Cu2.5O7.51-MP-mp-1228898.cif,Fe0.5Ba2Eu1Cu2.5O7.51,60.0,new,structure: parent lacks the redox centre
Fe0.5Ba2Ho1Cu2.5O7.49-MP-mp-1192651.cif,Fe0.5Ba2Ho1Cu2.5O7.49,76.0,new,structure: parent lacks the redox centre
Fe0.5Ba2Nd1Cu2.5O7.54-MP-mp-704634.cif,Fe0.5Ba2Nd1Cu2.5O7.54,0.0,new,structure: parent lacks the redox centre
Fe0.5Ba2Sm1Cu2.5O7.54-MP-mp-704632.cif,Fe0.5Ba2Sm1Cu2.5O7.54,8.0,new,structure: parent lacks the redox centre
Fe0.5Ba2Er1Cu2.5O7.46-MP-mp-1192651.cif,Fe0.5Ba2Er1Cu2.5O7.46,72.0,new,structure: parent lacks the redox centre
Fe0.5Ba2Yb1Cu2.5O7.45-MP-mp-1192651.cif,Fe0.5Ba2Yb1Cu2.5O7.45,72.0,new,structure: parent lacks the redox centre
Eu1Ba2Cu2.3Co0.7O7.12-MP-mp-18965.cif,Eu1Ba2Cu2.3Co0.7O7.12,0.0,new,structure: parent lacks the redox centre
Gd0.55Ca0.35Hf0.15Ba2Cu3O7.06-MP-mp-1518468.cif,Gd0.55Ca0.35Hf0.15Ba2Cu3O7.06,76.0,new,structure: parent lacks the redox centre
Gd0.45Ca0.4Hf0.15Ba2Cu3O7.08-MP-mp-1518468.cif,Gd0.45Ca0.4Hf0.15Ba2Cu3O7.08,71.9,new,structure: parent lacks the redox centre
Eu1Ba2Cu2.5Co0.5O7.05-MP-mp-18965.cif,Eu1Ba2Cu2.5Co0.5O7.05,0.0,new,structure: parent lacks the redox centre
Pr1Ba2Cu2.4Co0.6O7.08-MP-mp-1228571.cif,Pr1Ba2Cu2.4Co0.6O7.08,0.0,new,structure: parent lacks the redox centre
Eu1Ba2Cu2.6Co0.4O7.02-MP-mp-18965.cif,Eu1Ba2Cu2.6Co0.4O7.02,0.0,new,structure: parent lacks the redox centre
Pr1Ba2Cu2.6Co0.4O7.02-MP-mp-1228571.cif,Pr1Ba2Cu2.6Co0.4O7.02,0.0,new,structure: parent lacks the redox centre
Ho1Ba2Cu2.94O6.94-MP-mp-17363.cif,Ho1Ba2Cu2.94O6.94,77.0,new,structure: parent lacks the redox centre
Nd1Ba1.5La0.5O6.64-MP-mp-1182576.cif,Nd1Ba1.5La0.5O6.64,0.0,new,structure: parent of a different compound class (-7.8 anions/cation)
Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76-MP-mp-18746.cif,Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76,64.0,new,structure: parent lacks the redox centre
Ba0.6K0.4O3-MP-mp-973447.cif,Ba0.6K0.4O3,30.7,new,structure: parent of a different compound class (+1.5 anions/cation)
Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93-MP-mp-1229276.cif,Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93,77.5,new,structure: parent lacks the redox centre
Er1Ba2Cu2.28Co0.18O6.74-MP-mp-18746.cif,Er1Ba2Cu2.28Co0.18O6.74,34.0,new,structure: parent lacks the redox centre
Hg1Ba2Ca3Cu4O2-MP-mp-22601.cif,Hg1Ba2Ca3Cu4O2,115.0,new,typo: Cu oxidation -2.00
Er1Ba2Cu2.64Zn0.03O6.82-MP-mp-6416.cif,Er1Ba2Cu2.64Zn0.03O6.82,0.0,new,structure: parent lacks the redox centre
Nd1Ba1.7La0.3O6.77-MP-mp-1182576.cif,Nd1Ba1.7La0.3O6.77,57.5,new,structure: parent of a different compound class (-7.7 anions/cation)
Hg1Ba2Ca3Cu4O1-MP-mp-22601.cif,Hg1Ba2Ca3Cu4O1,115.0,new,typo: Cu oxidation -2.50
Ba2Ca3Cu5O-MP-mp-1214453.cif,Ba2Ca3Cu5O,106.0,new,typo: Cu oxidation -1.60
Hg1Ba2Cu1O6.932-MP-mp-6562.cif,Hg1Ba2Cu1O6.932,50.0,new,typo: Cu oxidation 7.86
Ba0.4K0.6O3-MP-mp-973447.cif,Ba0.4K0.6O3,7.0,new,structure: parent of a different compound class (+1.5 anions/cation)
Hg1Ba2Ca2Cu3O1-MP-mp-22601.cif,Hg1Ba2Ca2Cu3O1,0.0,new,typo: Cu oxidation -2.67
Y1Ba2Cu3F0.825O-MP-mp-1214572.cif,Y1Ba2Cu3F0.825O,90.5,new,typo: Cu oxidation -1.39
Lu0.9Pr0.1Ba2Cu3O2-MP-mp-1228451.cif,Lu0.9Pr0.1Ba2Cu3O2,85.0,new,typo: Cu oxidation -1.00
Y1.01Ba2.01Cu2.697Fe0.303O-MP-mp-505589.cif,Y1.01Ba2.01Cu2.697Fe0.303O,36.0,new,typo: Cu oxidation -2.21; structure: parent of a different compound class (-1.1 anions/cation)
Ho1Ba2Cu3O1-MP-mp-1214501.cif,Ho1Ba2Cu3O1,0.0,new,typo: Cu oxidation -1.67
Tm1Ba2Cu3O1-MP-mp-1228146.cif,Tm1Ba2Cu3O1,0.0,new,typo: Cu oxidation -1.67
Y1Ba2Cu3O1-MP-mp-22215.cif,Y1Ba2Cu3O1,0.0,new,typo: Cu oxidation -1.67
Yb1Ba2Cu3O1-MP-mp-772788.cif,Yb1Ba2Cu3O1,0.0,new,typo: Cu oxidation -1.67; structure: parent of a different compound class (-1.1 anions/cation)
Ba2Gd1Ru0.9Cu0.1O6-MP-mp-2646935.cif,Ba2Gd1Ru0.9Cu0.1O6,0.0,new,typo: Cu oxidation 14.00; structure: parent lacks the redox centre
Y1Ba2Cu3O4-MP-mp-22215.cif,Y1Ba2Cu3O4,92.0,new,typo: Cu oxidation 0.33
Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12-MP-mp-532540.cif,Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12,102.5,new,structure: parent lacks the redox centre
Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12-MP-mp-532540.cif,Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7,new,structure: parent lacks the redox centre
Bi1.4Pb0.6Sr2Ca2Cu3O7-MP-mp-1209015.cif,Bi1.4Pb0.6Sr2Ca2Cu3O7,108.5,new,typo: Cu oxidation 0.20
Bi1.4Pb0.6Sr2Ca1.6Ga0.4Cu3O7-MP-mp-1218959.cif,Bi1.4Pb0.6Sr2Ca1.6Ga0.4Cu3O7,69.4,new,typo: Cu oxidation 0.07
Bi2Sr2Cu1O6O6-MP-mp-555827.cif,Bi2Sr2Cu1O6O6,0.0,new,typo: Cu oxidation 14.00; structure: parent of a different compound class (+1.2 anions/cation)
Bi2Sr2Dy1.64Ce0.36Cu2O10.26-MP-mp-1208858.cif,Bi2Sr2Dy1.64Ce0.36Cu2O10.26,27.0,new,structure: parent lacks the redox centre
Bi2Sr2Er1.64Ce0.36Cu2O10.21-MP-mp-1208875.cif,Bi2Sr2Er1.64Ce0.36Cu2O10.21,0.0,new,structure: parent lacks the redox centre
Bi2Sr2Ho1.64Ce0.36Cu2O10.22-MP-mp-1208845.cif,Bi2Sr2Ho1.64Ce0.36Cu2O10.22,24.0,new,structure: parent lacks the redox centre
Bi2Sr2Tm1.64Ce0.36Cu2O10.2-MP-mp-1208751.cif,Bi2Sr2Tm1.64Ce0.36Cu2O10.2,0.0,new,structure: parent lacks the redox centre
Bi1.8V0.2Sr2Ca2Cu3O2-MP-mp-1191679.cif,Bi1.8V0.2Sr2Ca2Cu3O2,112.0,new,typo: Cu oxidation -3.47
Bi1.6Pb0.4Sr1.6La0.4Cu1O4-MP-mp-686833.cif,Bi1.6Pb0.4Sr1.6La0.4Cu1O4,36.0,new,typo: Cu oxidation -2.00
Bi1.7Pb0.3Sr2Ca1Cu2O0.27-MP-mp-1218930.cif,Bi1.7Pb0.3Sr2Ca1Cu2O0.27,67.6,new,typo: Cu oxidation -5.58; structure: parent of a different compound class (-1.1 anions/cation)
Bi1.7Pb0.3Sr2Ca1Cu2O0.23-MP-mp-1218930.cif,Bi1.7Pb0.3Sr2Ca1Cu2O0.23,75.75,new,typo: Cu oxidation -5.62; structure: parent of a different compound class (-1.1 anions/cation)
Bi2Sr2Ca1Cu2O-MP-mp-1218930.cif,Bi2Sr2Ca1Cu2O,87.0,new,typo: Cu oxidation -5.00
La1Ni1Bi1O1-MP-mp-753102.cif,La1Ni1Bi1O1,5.5,new,structure: parent of a different compound class (-1.2 anions/cation)
Bi12S11O18-MP-mp-1195213.cif,Bi12S11O18,4.0,new,structure: parent of a different compound class (-5.1 anions/cation)
Bi2Sr2Ca2Cu3O1-MP-mp-1209015.cif,Bi2Sr2Ca2Cu3O1,112.5,new,typo: Cu oxidation -4.00
Bi6S5O8-MP-mp-1195213.cif,Bi6S5O8,2.4,new,structure: parent of a different compound class (-5.3 anions/cation)
Bi3S3O3-MP-mp-1195213.cif,Bi3S3O3,5.1,new,structure: parent of a different compound class (-5.5 anions/cation)
Bi3.875Co0.125S3O4-MP-mp-1195213.cif,Bi3.875Co0.125S3O4,4.255,new,structure: parent of a different compound class (-5.8 anions/cation)
Bi3.9Co0.1S3O4-MP-mp-1195213.cif,Bi3.9Co0.1S3O4,5.215,new,structure: parent of a different compound class (-5.8 anions/cation)
Bi3.9Cu0.1S3O4-MP-mp-1195213.cif,Bi3.9Cu0.1S3O4,2.995,new,typo: Cu oxidation 23.00; structure: parent lacks the redox centre; structure: parent of a different compound class (-5.8 anions/cation)
Bi3.925Co0.075S3O4-MP-mp-1195213.cif,Bi3.925Co0.075S3O4,4.3775,new,structure: parent of a different compound class (-5.8 anions/cation)
Bi3.95Cu0.05S3O4-MP-mp-1195213.cif,Bi3.95Cu0.05S3O4,2.595,new,typo: Cu oxidation 43.00; structure: parent lacks the redox centre; structure: parent of a different compound class (-5.8 anions/cation)
Bi3.975Cu0.025S3O4-MP-mp-1195213.cif,Bi3.975Cu0.025S3O4,2.99,new,typo: Cu oxidation 83.00; structure: parent lacks the redox centre; structure: parent of a different compound class (-5.8 anions/cation)
Bi3.99Cu0.01S3O4-MP-mp-1195213.cif,Bi3.99Cu0.01S3O4,3.935,new,typo: Cu oxidation 203.00; structure: parent lacks the redox centre; structure: parent of a different compound class (-5.8 anions/cation)
Bi4S2.85Se0.15O4-MP-mp-1193554.cif,Bi4S2.85Se0.15O4,3.5,new,structure: parent of a different compound class (-4.8 anions/cation)
Bi4S2.91Se0.09O4-MP-mp-1193554.cif,Bi4S2.91Se0.09O4,3.7,new,structure: parent of a different compound class (-4.8 anions/cation)
Bi4S3O4-MP-mp-1195213.cif,Bi4S3O4,4.846,new,structure: parent of a different compound class (-5.8 anions/cation)
Bi4S2.97Se0.03O4-MP-mp-1193554.cif,Bi4S2.97Se0.03O4,4.2,new,structure: parent of a different compound class (-4.8 anions/cation)
Bi3S3O2-MP-mp-1195213.cif,Bi3S3O2,4.3,new,structure: parent of a different compound class (-5.8 anions/cation)
Bi3Te1-MP-mp-34202.cif,Bi3Te1,0.875,new,structure: parent of a different compound class (-1.2 anions/cation)
Fe1Se0.8Br0.2-MP-mp-607953.cif,Fe1Se0.8Br0.2,5.0,new,structure: parent of a different compound class (-7.0 anions/cation)
Mo6Te5Br3-MP-mp-29190.cif,Mo6Te5Br3,0.0,new,structure: parent of a different compound class (-3.7 anions/cation)
Pb0.7Hg0.3Sr4Cu2C1O10-MP-mp-20489.cif,Pb0.7Hg0.3Sr4Cu2C1O10,68.0,new,structure: parent lacks the redox centre
