cif,material_id,e_above_hull,formation_energy_per_atom
mp-558763.cif,mp-558763,0.012571866363638001,-0.9140723493655301
mp-553949.cif,mp-553949,0.0,-1.105035922807017
mp-23592.cif,mp-23592,0.0012455352631560001,-0.283995160701756
mp-571425.cif,mp-571425,0.011496089901656,-0.356669641651139
mp-672339.cif,mp-672339,0.012546369032091002,-0.22751676817287902
mp-23485.cif,mp-23485,0.0,-0.512362546547618
mp-570256.cif,mp-570256,0.002405364285717,-0.509957182261901
mp-29816.cif,mp-29816,0.0,-0.45434721466666705
mp-9635.cif,mp-9635,0.040528937999997,-0.24986713716666603
mp-556866.cif,mp-556866,0.0,-0.44160478972222206
mp-557396.cif,mp-557396,0.001587870178573,-0.618246061726189
mp-1203252.cif,mp-1203252,0.050417843888888,-0.521240238541666
mp-1079032.cif,mp-1079032,0.11357515567901101,-0.394565362037037
mp-1079461.cif,mp-1079461,0.5675847296666661,-0.285906325666666
mp-1203404.cif,mp-1203404,0.009820445416662,-0.9568541320634911
mp-27966.cif,mp-27966,0.0,-1.5074706507575741
mp-560276.cif,mp-560276,0.0009334045454540001,-1.50653724621212
mp-556429.cif,mp-556429,0.008686748680556002,-1.549436900454281
mp-19318.cif,mp-19318,0.001024362499997,-1.251052689761907
mp-557303.cif,mp-557303,0.0046095557142860006,-0.68977540690476
mp-353.cif,mp-353,0.0,-0.31563385777777403
mp-7711.cif,mp-7711,0.11929020833333101,-0.19634364944444302
mp-11872.cif,mp-11872,0.18969381066666502,-0.184989282666666
mp-546190.cif,mp-546190,0.019458467666665,-0.355224625666665
mp-1195759.cif,mp-1195759,0.001177638493597,-1.815974185778388
mp-557644.cif,mp-557644,0.0022233000347250003,-1.98453012438492
mp-1190325.cif,mp-1190325,0.0,-1.785766681051587
mp-707138.cif,mp-707138,0.0,-1.5734414415699391
mp-558151.cif,mp-558151,0.00529821249999,-1.769361049353741
mp-558469.cif,mp-558469,0.0016688699001750002,-0.245700197167034
mp-561822.cif,mp-561822,0.010695883302950002,-0.23667318376426003
mp-13956.cif,mp-13956,0.0,-0.16940802690228102
mp-667327.cif,mp-667327,0.00520407742857,-1.381790716468252
mp-20210.cif,mp-20210,0.0050141350666690005,-0.817315429666662
mp-1195817.cif,mp-1195817,0.044719970966664004,-0.5840079503888881
mp-28557.cif,mp-28557,0.0016302800000000002,-0.5746215314285701
mp-5495.cif,mp-5495,0.055673144666666,-0.471315778666665
mp-1095694.cif,mp-1095694,0.025204922500002003,-0.09316894343749901
mp-1102900.cif,mp-1102900,0.045494641666667,-0.072879224270832
mp-2018369.cif,mp-2018369,0.00020682166666500002,-0.11816704427083301
mp-610517.cif,mp-610517,0.029025886666666,-0.089347979270833
mp-1192057.cif,mp-1192057,0.0,-1.4055423298484842
mp-30982.cif,mp-30982,0.076836849374998,-1.051903536388888
mp-5625.cif,mp-5625,0.0,-1.256612797261903
mp-568889.cif,mp-568889,0.12621994416666701,-0.0071180663541660005
mp-568936.cif,mp-568936,0.002313837500004,-0.13102417302083
mp-16913.cif,mp-16913,0.0,-0.8250872030295131
mp-2748718.cif,mp-2748718,0.0,-0.5705825800520821
mp-11641.cif,mp-11641,0.0,-0.8401073900967221
mp-1197599.cif,mp-1197599,0.0,-1.616673894666667
mp-10963.cif,mp-10963,0.0,-0.47488669315104204
mp-680202.cif,mp-680202,0.012345233055551,-1.199212698333333
mp-1592.cif,mp-1592,0.0,-0.09518987166666601
mp-1193238.cif,mp-1193238,0.013845830384617001,-1.096259264615384
mp-13211.cif,mp-13211,0.0015637927272740002,-1.100079193787878
mp-1190916.cif,mp-1190916,0.010744540972220001,-1.5645405863888882
mp-1197464.cif,mp-1197464,0.0062161410964890005,-1.409304284736841
mp-561380.cif,mp-561380,0.014898403823534,-1.243297442647058
mp-18068.cif,mp-18068,0.049155812222223004,-0.9061985770833321
mp-558768.cif,mp-558768,0.0,-0.9644783249999971
mp-1189776.cif,mp-1189776,0.260022109814815,-0.5444378950000001
mp-29163.cif,mp-29163,0.0,-0.078949780572917
mp-32537.cif,mp-32537,0.032762061136363,-1.646673068484848
mp-1204999.cif,mp-1204999,0.485870209999998,-0.9013217899404761
mp-637188.cif,mp-637188,0.04146752428571401,-1.345724475654761
mp-5408.cif,mp-5408,0.0018306118750000002,-0.9621767034374981
mp-4431.cif,mp-4431,0.0033403774999980003,-0.156706858705354
mp-555843.cif,mp-555843,0.02086887857143,-0.139178357633923
mp-561620.cif,mp-561620,0.0,-0.16004723620535302
mp-9538.cif,mp-9538,0.0,-0.141018007968748
mp-5145.cif,mp-5145,0.011623250357143,-0.290744232075892
mp-662599.cif,mp-662599,0.0,-0.302367482433035
mp-27554.cif,mp-27554,0.02572308083333,-0.09485799760416501
mp-3172.cif,mp-3172,0.0,-0.14919083427083002
mp-1194638.cif,mp-1194638,0.007357592022056001,-2.16436092504902
mp-27816.cif,mp-27816,0.06813990955357001,-1.149020782738093
mp-561550.cif,mp-561550,0.015885402410713,-1.2012752898809511
mp-505145.cif,mp-505145,0.015544864857140002,-0.7834499885714281
mp-1198516.cif,mp-1198516,0.772520699103855,0.01231062117647
mp-562248.cif,mp-562248,0.5565124473809521,-0.45080609803571503
mp-562412.cif,mp-562412,0.0,-1.19802818272727
mp-17862.cif,mp-17862,0.0,-0.041898267346937
mp-695941.cif,mp-695941,0.18962974666666801,-0.6396731714843741
mp-653562.cif,mp-653562,0.234367761666668,-0.410811842499999
mp-562667.cif,mp-562667,0.16514404595238102,-0.321044200714286
mp-1605.cif,mp-1605,0.0,-0.40144617142857003
mp-27821.cif,mp-27821,0.0,-0.046166636624148
mp-1197801.cif,mp-1197801,0.38915755410714403,-1.370495817091836
mp-1199654.cif,mp-1199654,0.06065232651043,-1.778204710245535
mp-695967.cif,mp-695967,0.110632787548449,-1.578763691810631
mp-4198.cif,mp-4198,0.00248806125,-1.406864123705355
mp-558154.cif,mp-558154,1.223252239999999,-0.186099944955356
mp-12459.cif,mp-12459,0.0,-0.256124809903273
mp-30908.cif,mp-30908,0.00609484575893,-0.15376517052827401
mp-12065.cif,mp-12065,0.0208054225,-0.020391218749995003
mp-1195464.cif,mp-1195464,0.079027097500001,-0.696601752499998
mp-510453.cif,mp-510453,0.065860125000002,-0.7097687249999981
mp-1201018.cif,mp-1201018,0.0,-1.638365028152174
mp-1105645.cif,mp-1105645,0.09831240649999601,-0.30571611199999804
mp-22995.cif,mp-22995,0.066818196999996,-0.260465865499998
mp-558189.cif,mp-558189,0.11639550499999601,-0.21088855749999802
mp-556747.cif,mp-556747,0.32527505557291403,-0.521280233749999
mp-16240.cif,mp-16240,0.041008395000002,0.041008395000002
mp-2273.cif,mp-2273,0.050899435000001006,0.050899435000001006
mp-1195261.cif,mp-1195261,0.0,-2.392955916774192
mp-1202934.cif,mp-1202934,0.025046404062499,-0.9961129615624991
mp-1104271.cif,mp-1104271,0.029255762142856002,-0.17753357049106802
mp-4515.cif,mp-4515,0.008792387142854,-0.19799694549107003
mp-555269.cif,mp-555269,0.0,-0.20678933263392502
mp-6476.cif,mp-6476,0.29833313385416704,-0.320482268417968
mp-611.cif,mp-611,0.013177481250000001,0.013177481250000001
mp-17568.cif,mp-17568,0.0,-0.03840222770408
mp-29849.cif,mp-29849,0.0,-0.07652426325757501
mp-5710.cif,mp-5710,0.0,-0.10585073750000101
mp-684006.cif,mp-684006,0.006436502777776001,-0.8476599496296281
mp-28996.cif,mp-28996,0.022976319499999003,-0.9037052553787881
mp-560342.cif,mp-560342,0.03618953111111,-0.8931182618518501
mp-542199.cif,mp-542199,0.0022926350000000003,-0.46298850404761804
mp-558550.cif,mp-558550,0.0,-1.227226647047916
mp-27482.cif,mp-27482,0.0065854319230790005,-0.24227650421586602
mp-553924.cif,mp-553924,0.0,-1.227746526880951
mp-560947.cif,mp-560947,0.348259047129627,-0.179362624907406
mp-556570.cif,mp-556570,0.018528162954542002,-0.6861801392282191
mp-1195808.cif,mp-1195808,0.007910371833334,-0.331556197333336
mp-738646.cif,mp-738646,0.499747207692307,-0.293216047371793
mp-618375.cif,mp-618375,0.23418180128205102,-0.46854466506410103
mp-554357.cif,mp-554357,0.0,-0.771264614333333
mp-1199607.cif,mp-1199607,0.0,-0.9670417785833321
mp-22286.cif,mp-22286,0.0,-0.8022593106410231
mp-555565.cif,mp-555565,0.00015785461538400002,-0.8021014560256401
mp-28812.cif,mp-28812,0.0,-0.6585394598333311
mp-29536.cif,mp-29536,0.24840345191666702,-0.7373676092083281
mp-5563.cif,mp-5563,0.020922968083331002,-0.815454045583334
mp-568540.cif,mp-568540,0.0,-0.3892654220671
mp-1194068.cif,mp-1194068,0.0,-0.808870453910256
mp-554648.cif,mp-554648,0.008831117500000001,-0.514713212777776
mp-559847.cif,mp-559847,0.0,-0.5435249585813471
mp-1191916.cif,mp-1191916,0.0,-1.136163740029084
mp-4004.cif,mp-4004,0.015285038999998002,-0.16497965362500203
mp-569467.cif,mp-569467,0.00042171398437600003,-0.23720146101562603
mp-573465.cif,mp-573465,0.0,-0.23762317500000302
mp-1191803.cif,mp-1191803,0.008690267196969,-1.141271934512986
mp-15487.cif,mp-15487,0.034893903833331005,-1.017148676166665
mp-558786.cif,mp-558786,0.0,-1.083719238593748
mp-1205440.cif,mp-1205440,0.016982136836732,-1.626707688265305
mp-1204185.cif,mp-1204185,0.045036119583333006,-1.408657404595959
mp-15077.cif,mp-15077,0.005543654107141,-0.12576972156249902
mp-696470.cif,mp-696470,0.292906212142855,-0.15309539119047502
mp-690667.cif,mp-690667,0.9511527818749991,0.457978192708334
mp-683910.cif,mp-683910,0.019160843571428002,-0.232467901620617
mp-1197032.cif,mp-1197032,0.0034787733928540003,-0.19360991766794203
mp-8594.cif,mp-8594,0.0,-0.165708605167939
mp-28228.cif,mp-28228,0.23246365243181802,0.141600593113637
mp-679950.cif,mp-679950,0.052903270238093006,-1.051739932777777
mp-9770.cif,mp-9770,0.0,-0.32725660305555204
mp-18474.cif,mp-18474,0.0,-0.33250190015972203
mp-15645.cif,mp-15645,0.0,-0.20496340979166602
mp-17984.cif,mp-17984,0.0,-0.21050978895833203
mp-651048.cif,mp-651048,0.254321086647058,-0.40367467499999904
mp-561034.cif,mp-561034,0.030360694499999,-0.852792308999998
mp-1195618.cif,mp-1195618,0.0,-2.370250809303797
mp-556837.cif,mp-556837,0.0,-1.08640704392361
mp-1191037.cif,mp-1191037,0.0,-1.6399032428361742
mp-985701.cif,mp-985701,0.0,-1.4163172241111122
mp-554710.cif,mp-554710,0.16811233782930002,-0.7536405849652771
mp-4807.cif,mp-4807,0.0,-2.1067146368518532
mp-558950.cif,mp-558950,0.025765314249999,-1.243945944583333
mp-22665.cif,mp-22665,0.0,-0.49983294361111
mp-1196797.cif,mp-1196797,0.481663084640145,-0.40081400467013806
mp-13740.cif,mp-13740,0.0010879756249990002,-0.157485410156247
mp-542609.cif,mp-542609,0.010125154166667,-0.14844823161458
mp-649756.cif,mp-649756,0.26345557094821304,-0.991447392583333
mp-4483.cif,mp-4483,0.051942090833334,-0.30125162846354103
mp-570340.cif,mp-570340,0.0,-0.45443635000000104
mp-16060.cif,mp-16060,0.0,-1.254503722499999
mp-1196161.cif,mp-1196161,0.0,-1.08911063388889
mp-10413.cif,mp-10413,0.43672068633333405,0.15412488770833302
mp-738633.cif,mp-738633,0.143578527184342,-0.13386164649621102
mp-1204520.cif,mp-1204520,0.29916190103378404,-0.187648865407014
mp-703539.cif,mp-703539,0.0,-0.489973033799999
mp-12062.cif,mp-12062,0.523821865,0.523821864999999
mp-1194753.cif,mp-1194753,0.018237387291663,-2.4009590843518502
mp-1194697.cif,mp-1194697,0.156560678004383,-0.726163926249999
mp-12021.cif,mp-12021,0.0,-2.469788318333332
mp-5160.cif,mp-5160,0.0,-2.276470174642857
mp-24058.cif,mp-24058,0.0,-2.163186291203704
mp-759882.cif,mp-759882,0.07775453057692701,-0.8293312986858971
mp-559803.cif,mp-559803,0.009954755390622001,-1.8833510627864571
mp-559834.cif,mp-559834,0.085251042421876,-2.16085398859375
mp-557494.cif,mp-557494,0.160985800465687,-2.091758352279411
mp-1195262.cif,mp-1195262,0.0,-0.9253991323148141
mp-556434.cif,mp-556434,0.0,-0.33882521078273803
mp-569126.cif,mp-569126,0.0,-0.46588106450148803
mp-1192345.cif,mp-1192345,0.014088417656250001,-1.854503409305555
mp-28965.cif,mp-28965,0.0,-1.784909150333334
mp-558368.cif,mp-558368,0.009767254047620001,-0.707342042023809
mp-569939.cif,mp-569939,0.004053996428567,-0.49585717090774606
mp-23474.cif,mp-23474,0.0,-0.372202277673611
mp-23548.cif,mp-23548,0.049876170999993,-1.003011011333333
mp-29678.cif,mp-29678,0.018920765416666003,-0.28982440932292103
mp-556094.cif,mp-556094,0.0,-0.9455932878333341
mp-27916.cif,mp-27916,0.003968881249999,-0.32030861244791703
mp-29656.cif,mp-29656,0.021056636250001003,-0.18614019312500502
mp-570549.cif,mp-570549,0.098332707916661,-0.10886412145833901
mp-23231.cif,mp-23231,0.0,-0.6596210383333321
mp-570301.cif,mp-570301,0.07204439,-0.587576648333332
mp-567459.cif,mp-567459,0.227642105972222,0.227642105972222
mp-616521.cif,mp-616521,0.23179132777777703,0.23179132777777603
mp-726944.cif,mp-726944,0.984870378627233,0.9626752787639531
mp-650510.cif,mp-650510,0.49885021916666505,0.167214590729165
mp-1183029.cif,mp-1183029,0.550675485231479,-0.038898965324075004
mp-29672.cif,mp-29672,0.34951613729166503,0.34951613729166503
mp-1189890.cif,mp-1189890,1.9231154413541651,1.754109700944008
mp-561205.cif,mp-561205,0.17330379180555602,-1.638952751111111
mp-1183000.cif,mp-1183000,0.9474200650396831,0.8842600724007931
mp-1183010.cif,mp-1183010,0.9130782455952371,0.849918252956347
mp-9519.cif,mp-9519,0.344193296944444,0.344193296944441
mp-560460.cif,mp-560460,0.738767360833332,-0.019256932738096002
mp-545730.cif,mp-545730,0.8350874127083331,0.171816155833332
mp-561891.cif,mp-561891,2.8539364227083333,2.190665165833333
mp-6070.cif,mp-6070,0.7440700239583321,0.080798767083332
mp-6781.cif,mp-6781,0.153793203958333,-0.509478052916667
mp-6814.cif,mp-6814,0.7351443431249991,0.07187308624999901
mp-5282.cif,mp-5282,0.22148470895833403,-1.105057804791666
mp-1188917.cif,mp-1188917,0.15270803975694502,-1.581723105462963
mp-562550.cif,mp-562550,0.15481568408482102,0.110425484358263
mp-6050.cif,mp-6050,0.166773905959821,0.12238370623326301
mp-22922.cif,mp-22922,0.0,-0.568439933749999
mp-570687.cif,mp-570687,0.01127005,-0.5571698837499991
mp-570858.cif,mp-570858,0.028544702499999002,-0.539895231249999
mp-1079156.cif,mp-1079156,0.44229450124999903,-0.050428077916666
mp-22959.cif,mp-22959,0.263947054375,-0.22877552479166602
mp-552169.cif,mp-552169,0.400666063749999,-0.09205651541666601
mp-27941.cif,mp-27941,0.038284726499997,-0.40724466733333303
mp-1191267.cif,mp-1191267,0.025500877083332003,-0.388566393194444
mp-22993.cif,mp-22993,0.0,-0.414067270277776
mp-551758.cif,mp-551758,0.11659305666666502,-0.29747421361111104
mp-7592.cif,mp-7592,0.0,-1.122615552499999
mp-2284.cif,mp-2284,0.0,-1.311622154166665
mp-7715.cif,mp-7715,0.034467127499999,-1.277155026666665
mp-1197263.cif,mp-1197263,0.16878019607142802,-0.769085047202381
mp-1204384.cif,mp-1204384,0.5527683153002451,-0.178389345122547
mp-560182.cif,mp-560182,0.223033610487012,-0.437502573428029
mp-1196463.cif,mp-1196463,0.23242690473545002,-0.423450542746914
mp-698405.cif,mp-698405,0.08285934319875801,-0.234531712137681
mp-1200633.cif,mp-1200633,0.0,-0.22923165688632202
mp-560619.cif,mp-560619,0.37509911045910305,-0.23911662524691402
mp-1203884.cif,mp-1203884,0.036429632083333004,-0.569223980648148
mp-1200476.cif,mp-1200476,0.029766884741383004,-0.513272579367816
mp-1200682.cif,mp-1200682,0.023632090833333,-0.47394312018018003
mp-1199390.cif,mp-1199390,0.11034693510035301,-0.847204696077235
mp-1202475.cif,mp-1202475,0.301320767473962,-0.307510830607637
mp-1205035.cif,mp-1205035,0.252929659135045,-0.666901973527777
mp-707277.cif,mp-707277,0.152277407546297,-0.36724816393518606
mp-1192660.cif,mp-1192660,0.075084745145772,-0.26311098773809505
mp-24053.cif,mp-24053,0.002016579722221,-0.7006959315740741
mp-697268.cif,mp-697268,0.08045386556690601,-1.016621968177083
mp-1205047.cif,mp-1205047,0.11231790294354901,-0.21416062043010703
mp-849798.cif,mp-849798,0.07007131381827701,-0.837999660539215
mp-1196199.cif,mp-1196199,0.063050818419116,-0.82507733612745
mp-1200371.cif,mp-1200371,0.184749435211144,-0.817968676103603
mp-1102571.cif,mp-1102571,0.047427028749999,-0.52785920423611
mp-1193968.cif,mp-1193968,0.17282241244047603,-0.11670677613095201
mp-707364.cif,mp-707364,0.455123732916665,-0.518342588055556
mp-1201812.cif,mp-1201812,0.043053044068275,-0.483836554541667
mp-643431.cif,mp-643431,0.022874924772727002,-0.59661094560606
mp-24072.cif,mp-24072,0.0,-1.44861504502451
mp-1202721.cif,mp-1202721,0.39527496916666505,-0.45310240800925905
mp-698351.cif,mp-698351,0.20399804530555601,-0.44025572044444405
mp-1194934.cif,mp-1194934,0.065626188333335,-0.29794602743055504
mp-1204011.cif,mp-1204011,0.449399466510416,-0.40379953230902704
mp-1202066.cif,mp-1202066,0.023764403361680002,-0.42905558425925805
mp-1202929.cif,mp-1202929,0.024224651750002,-0.45229489342592605
mp-1199373.cif,mp-1199373,0.589549265780076,-0.341327491074561
mp-1205234.cif,mp-1205234,0.588883677490603,-0.341993079364034
mp-1200006.cif,mp-1200006,0.40230850234027504,-0.376759801446758
mp-759408.cif,mp-759408,0.10082648568182301,-0.36511179212121103
mp-605808.cif,mp-605808,0.33354234503246605,-0.747611664109848
mp-559423.cif,mp-559423,0.241011438044217,-0.7263921232936511
mp-605676.cif,mp-605676,0.25925324505291003,-0.9264719408024681
mp-1201826.cif,mp-1201826,0.07331895589192701,-0.597249519869792
mp-555250.cif,mp-555250,0.252888147414019,-0.8448264338117281
mp-1195948.cif,mp-1195948,0.24621923765432102,-0.34811120087962905
mp-558188.cif,mp-558188,0.0,-1.054451005520835
mp-560443.cif,mp-560443,0.0,-0.680979918240742
mp-556798.cif,mp-556798,0.0,-1.5083162942261912
mp-567890.cif,mp-567890,0.0013693270370360002,-0.41279854796296406
mp-12362.cif,mp-12362,0.0041041688636360004,-1.005880865833335
mp-6215.cif,mp-6215,0.0,-0.36442808402777704
mp-560067.cif,mp-560067,0.0,-0.544299855416667
mp-23140.cif,mp-23140,0.0,-0.426432127916667
mp-558446.cif,mp-558446,0.001065505,-0.42536662291666705
mp-22894.cif,mp-22894,0.002613874999997,-0.46514602333333405
mp-22915.cif,mp-22915,0.39273725999999903,-0.075022638333332
mp-22919.cif,mp-22919,0.095016919999999,-0.37274297833333203
mp-22925.cif,mp-22925,0.0024065550000000003,-0.46535334333333106
mp-567809.cif,mp-567809,0.006419075000000001,-0.46134082333333204
mp-568927.cif,mp-568927,0.10561664999999901,-0.362143248333332
mp-580941.cif,mp-580941,0.0,-0.46775989833333204
mp-1194352.cif,mp-1194352,1.4041947202142842,1.025575144404761
mp-1194592.cif,mp-1194592,0.0,-0.753021275972222
mp-1195485.cif,mp-1195485,0.00037514812500000005,-0.7526461278472221
mp-1202188.cif,mp-1202188,0.010943250000000002,-0.7021254153333331
mp-27384.cif,mp-27384,0.0,-0.713068665333332
mp-30037.cif,mp-30037,0.061401049907407,-0.544691771111111
mp-662534.cif,mp-662534,0.0,-1.490580648333332
mp-14973.cif,mp-14973,0.005975142105277001,-2.26242919858396
mp-17427.cif,mp-17427,0.012401876437501002,-2.096760121047618
mp-19467.cif,mp-19467,0.018832830543479003,-2.204619052199791
mp-603946.cif,mp-603946,0.24792120289308203,-0.8299762871540881
mp-680482.cif,mp-680482,0.011573592249998,-0.995895149583333
mp-1103149.cif,mp-1103149,0.041689485681818,-0.578132262878787
mp-14029.cif,mp-14029,0.0,-1.98110573542328
mp-1091417.cif,mp-1091417,1.520129764166666,1.520129764166666
mp-1196722.cif,mp-1196722,1.697504839999999,1.001068284791666
mp-1204763.cif,mp-1204763,1.712789185624998,1.016352630416666
mp-2247.cif,mp-2247,0.624941838333334,0.624941838333334
mp-571297.cif,mp-571297,0.644938685833334,0.644938685833334
mp-644729.cif,mp-644729,0.24184200093749503,-0.31213882208333305
mp-1190337.cif,mp-1190337,1.982712650624999,1.5572979347916651
mp-5770.cif,mp-5770,0.076440554444446,-0.49077906666666504
mp-552185.cif,mp-552185,0.0,-0.6806635453333341
mp-638686.cif,mp-638686,0.002379382500001,-0.678284162833332
mp-669466.cif,mp-669466,0.005029588000001001,-0.6756339573333331
mp-8196.cif,mp-8196,0.031171343000002003,-0.649492202333333
mp-1065190.cif,mp-1065190,0.0055116425,-0.43706012333333105
mp-1066856.cif,mp-1066856,0.008719264999999001,-0.43385250083333204
mp-1079720.cif,mp-1079720,0.042348117499999005,-0.400223648333332
mp-1288.cif,mp-1288,0.047180410624999,-0.395391355208332
mp-8222.cif,mp-8222,0.30869345749999905,-0.133878308333332
mp-1189095.cif,mp-1189095,0.5986874599999991,-0.6003492693849201
mp-1194585.cif,mp-1194585,0.0,-2.26173536438492
mp-1195243.cif,mp-1195243,0.016388745912699003,0.002923476897322
mp-8200.cif,mp-8200,0.0009195113636370001,-0.038252180317459
mp-696992.cif,mp-696992,0.19851119344558302,-0.528217666378968
mp-1201487.cif,mp-1201487,0.087204983229167,-1.264748006954364
mp-18702.cif,mp-18702,0.0,-1.958048157761911
mp-1078079.cif,mp-1078079,0.006591457460317001,-0.297488465187073
mp-1025385.cif,mp-1025385,0.035366842857143005,-0.210575465068034
mp-5470.cif,mp-5470,0.004740131833317,-0.23250120628273602
mp-621612.cif,mp-621612,0.035843713125,-1.099094383333332
mp-560923.cif,mp-560923,0.012399509468744001,-1.338816083666668
mp-559470.cif,mp-559470,0.06264606874999801,-1.007267071666665
mp-1193499.cif,mp-1193499,0.021416195714287,-0.736862955833334
mp-1200271.cif,mp-1200271,0.000731596666668,-0.19395688359027402
mp-31215.cif,mp-31215,0.0,-1.3849059325
mp-30353.cif,mp-30353,0.07138850416666201,0.030191862916659002
mp-1018033.cif,mp-1018033,0.040260303333333004,-0.8739557429166651
mp-17588.cif,mp-17588,0.0,-1.715751211388889
mp-1202574.cif,mp-1202574,0.0,-1.673621897651514
mp-1204157.cif,mp-1204157,0.8039444008888871,-0.314562336805555
mp-1006372.cif,mp-1006372,0.011683758124999001,-1.3589313423611111
mp-1183033.cif,mp-1183033,0.033839688020833,-1.336775412465277
mp-2763322.cif,mp-2763322,0.0,-1.018334732968748
mp-559602.cif,mp-559602,0.0,-1.14026821361111
mp-1202255.cif,mp-1202255,0.0012389131868010001,-1.9167766799687491
mp-14653.cif,mp-14653,0.0,-2.3875121401111112
mp-1198276.cif,mp-1198276,0.008142649943182001,-0.5472571222537861
mp-1194141.cif,mp-1194141,0.11611091095238,-1.40492585047619
mp-640564.cif,mp-640564,0.283270742604166,-0.928049249833333
mp-3414.cif,mp-3414,0.0,-2.358844439270832
mp-690698.cif,mp-690698,0.161056403541667,-1.334035377797619
mp-540872.cif,mp-540872,0.0,-1.444474670333332
mp-545999.cif,mp-545999,0.016763159999999,-1.427711510333333
mp-560848.cif,mp-560848,0.016438486666666002,-0.537381230694443
mp-605863.cif,mp-605863,0.048208204999999005,-0.505611512361109
mp-1199019.cif,mp-1199019,0.0,-2.14160334219697
mp-1205392.cif,mp-1205392,0.0010509268749990001,-0.249060472031249
mp-3922.cif,mp-3922,0.0,-0.250111398906248
mp-12359.cif,mp-12359,0.061227146250002,-0.251622658749998
mp-12360.cif,mp-12360,0.021412623750002,-0.291437181249998
mp-555028.cif,mp-555028,0.13539805756818302,-1.7565987455277772
mp-379.cif,mp-379,0.020151804414062002,-0.09097982345052101
mp-569052.cif,mp-569052,0.01609162759375,-0.17101233173958202
mp-1101086.cif,mp-1101086,0.14728107407552002,0.102818451471352
mp-10809.cif,mp-10809,0.0,-2.129888439374998
mp-568761.cif,mp-568761,0.000641469999997,-0.07075093374999801
