,id,value,struc_dict
3096,Co0.021Si1V2.979-MP-mp-2567-synth_doped.cif,16.4,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[4.702381, 0.0, 2.879377920010665e-16], [7.56200539350907e-16, 4.702381, 2.879377920010665e-16], [0.0, 0.0, 4.702381]], 'pbc': (True, True, True), 'a': 4.702381, 'b': 4.702381, 'c': 4.702381, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 103.98086881866837}, 'properties': {}, 'sites': [{'species': [{'element': 'V', 'occu': 0.993}, {'element': 'Co', 'occu': 0.007}], 'abc': [0.0, 0.5, 0.25], 'properties': {}, 'label': 'Co1', 'xyz': [3.781002696754535e-16, 2.3511905, 1.1755952500000002]}, {'species': [{'element': 'V', 'occu': 0.993}, {'element': 'Co', 'occu': 0.007}], 'abc': [0.0, 0.5, 0.75], 'properties': {}, 'label': 'Co1', 'xyz': [3.781002696754535e-16, 2.3511905, 3.52678575]}, {'species': [{'element': 'V', 'occu': 0.993}, {'element': 'Co', 'occu': 0.007}], 'abc': [0.25, 0.0, 0.5], 'properties': {}, 'label': 'Co1', 'xyz': [1.17559525, 0.0, 2.3511905]}, {'species': [{'element': 'V', 'occu': 0.993}, {'element': 'Co', 'occu': 0.007}], 'abc': [0.75, 0.0, 0.5], 'properties': {}, 'label': 'Co1', 'xyz': [3.52678575, 0.0, 2.3511905]}, {'species': [{'element': 'V', 'occu': 0.993}, {'element': 'Co', 'occu': 0.007}], 'abc': [0.5, 0.25, 0.0], 'properties': {}, 'label': 'Co1', 'xyz': [2.3511905, 1.17559525, 2.1595334400079986e-16]}, {'species': [{'element': 'V', 'occu': 0.993}, {'element': 'Co', 'occu': 0.007}], 'abc': [0.5, 0.75, 0.0], 'properties': {}, 'label': 'Co1', 'xyz': [2.3511905000000004, 3.52678575, 3.599222400013331e-16]}, {'species': [{'element': 'Si', 'occu': 1.0}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Si2', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Si', 'occu': 1.0}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Si2', 'xyz': [2.3511905000000004, 2.3511905, 2.3511905000000004]}]}"
3097,Co0.02Cu0.98Rh2S4-MP-mp-15613-synth_doped.cif,1.0,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[6.051299066516097, 0.0, 3.493719145000001], [2.0170996888386994, 5.705219473228476, 3.493719145000001], [0.0, 0.0, 6.98743829]], 'pbc': (True, True, True), 'a': 6.98743829, 'b': 6.98743829, 'c': 6.98743829, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 241.2342445670328}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Co1', 'xyz': [2.017099688838699, 1.426304868307119, 3.4937191450000005]}, {'species': [{'element': 'Cu', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Co1', 'xyz': [4.034199377677398, 2.852609736614238, 6.987438290000001]}, {'species': [{'element': 'Rh', 'occu': 1.0}], 'abc': [0.375, 0.875, 0.875], 'properties': {}, 'label': 'Rh2', 'xyz': [4.034199377677398, 4.992067039074916, 10.481157435000002]}, {'species': [{'element': 'Rh', 'occu': 1.0}], 'abc': [0.875, 0.875, 0.875], 'properties': {}, 'label': 'Rh2', 'xyz': [7.059848910935447, 4.992067039074916, 12.228017007500002]}, {'species': [{'element': 'Rh', 'occu': 1.0}], 'abc': [0.875, 0.875, 0.375], 'properties': {}, 'label': 'Rh2', 'xyz': [7.059848910935447, 4.992067039074916, 8.734297862500002]}, {'species': [{'element': 'Rh', 'occu': 1.0}], 'abc': [0.875, 0.375, 0.875], 'properties': {}, 'label': 'Rh2', 'xyz': [6.051299066516098, 2.1394573024606784, 10.481157435000002]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.097136, 0.634288, 0.634288], 'properties': {}, 'label': 'S3', 'xyz': [1.8672211135592285, 3.618752249235143, 6.98743829]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.11571200000000004, 0.11571200000000004, 0.11571199999999982], 'properties': {}, 'label': 'S3', 'xyz': [0.9336105567796145, 0.6601623556862136, 1.6170609188249592]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.634288, 0.6342880000000002, 0.097136], 'properties': {}, 'label': 'S3', 'xyz': [5.1176885097364835, 3.6187522492351443, 5.110780063824962]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.11571199999999982, 0.652864, 0.11571200000000004], 'properties': {}, 'label': 'S3', 'xyz': [2.017099688838698, 3.7247324061698355, 3.4937191450000005]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.634288, 0.097136, 0.6342880000000002], 'properties': {}, 'label': 'S3', 'xyz': [4.034199377677398, 0.5541821987515212, 6.987438290000002]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.11571200000000004, 0.11571200000000004, 0.652864], 'properties': {}, 'label': 'S3', 'xyz': [0.9336105567796145, 0.6601623556862136, 5.37037737117504]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.6342880000000002, 0.634288, 0.634288], 'properties': {}, 'label': 'S3', 'xyz': [5.1176885097364835, 3.618752249235143, 8.864096516175042]}, {'species': [{'element': 'S', 'occu': 1.0}], 'abc': [0.652864, 0.11571199999999982, 0.11571200000000004], 'properties': {}, 'label': 'S3', 'xyz': [4.184077952956868, 0.6601623556862123, 3.4937191450000005]}]}"
3098,Co0.02Nb3Rh0.98-MP-mp-1545-synth_doped.cif,2.28,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[5.186072, 0.0, 3.1755532374738565e-16], [8.339839846053814e-16, 5.186072, 3.1755532374738565e-16], [0.0, 0.0, 5.186072]], 'pbc': (True, True, True), 'a': 5.186072, 'b': 5.186072, 'c': 5.186072, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 139.48118416938905}, 'properties': {}, 'sites': [{'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.25], 'properties': {}, 'label': 'Nb0', 'xyz': [4.169919923026907e-16, 2.593036, 1.2965180000000003]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.75], 'properties': {}, 'label': 'Nb0', 'xyz': [4.169919923026907e-16, 2.593036, 3.8895540000000004]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.25, 0.0, 0.5], 'properties': {}, 'label': 'Nb0', 'xyz': [1.296518, 0.0, 2.593036]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.75, 0.0, 0.5], 'properties': {}, 'label': 'Nb0', 'xyz': [3.8895540000000004, 0.0, 2.5930360000000006]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.5, 0.25, 0.0], 'properties': {}, 'label': 'Nb0', 'xyz': [2.593036, 1.296518, 2.3816649281053926e-16]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.5, 0.75, 0.0], 'properties': {}, 'label': 'Nb0', 'xyz': [2.5930360000000006, 3.8895540000000004, 3.969441546842321e-16]}, {'species': [{'element': 'Rh', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co2', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Rh', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Co2', 'xyz': [2.5930360000000006, 2.593036, 2.5930360000000006]}]}"
3099,Co0.02Sn0.98Ta3-MP-mp-30871-synth_doped.cif,4.0,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[5.325375, 0.0, 3.2608517240046683e-16], [8.563856155521718e-16, 5.325375, 3.2608517240046683e-16], [0.0, 0.0, 5.325375]], 'pbc': (True, True, True), 'a': 5.325375, 'b': 5.325375, 'c': 5.325375, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 151.02560544966212}, 'properties': {}, 'sites': [{'species': [{'element': 'Ta', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.25], 'properties': {}, 'label': 'Ta0', 'xyz': [4.281928077760859e-16, 2.6626875, 1.3313437500000003]}, {'species': [{'element': 'Ta', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.75], 'properties': {}, 'label': 'Ta0', 'xyz': [4.281928077760859e-16, 2.6626875, 3.99403125]}, {'species': [{'element': 'Ta', 'occu': 1.0}], 'abc': [0.25, 0.0, 0.5], 'properties': {}, 'label': 'Ta0', 'xyz': [1.33134375, 0.0, 2.6626875]}, {'species': [{'element': 'Ta', 'occu': 1.0}], 'abc': [0.75, 0.0, 0.5], 'properties': {}, 'label': 'Ta0', 'xyz': [3.99403125, 0.0, 2.6626875000000005]}, {'species': [{'element': 'Ta', 'occu': 1.0}], 'abc': [0.5, 0.25, 0.0], 'properties': {}, 'label': 'Ta0', 'xyz': [2.6626875, 1.33134375, 2.445638793003501e-16]}, {'species': [{'element': 'Ta', 'occu': 1.0}], 'abc': [0.5, 0.75, 0.0], 'properties': {}, 'label': 'Ta0', 'xyz': [2.6626875000000005, 3.99403125, 4.076064655005835e-16]}, {'species': [{'element': 'Sn', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co2', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Sn', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Co2', 'xyz': [2.6626875000000005, 2.6626875, 2.6626875000000005]}]}"
3100,Co0.05Fe0.95Se1-MP-mp-20311-synth_doped.cif,10.0,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[3.688905, 0.0, 2.2588028503043335e-16], [5.932211683005392e-16, 3.688905, 2.2588028503043335e-16], [0.0, 0.0, 5.854194]], 'pbc': (True, True, True), 'a': 3.688905, 'b': 3.688905, 'c': 5.854194, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 79.66398961559156}, 'properties': {}, 'sites': [{'species': [{'element': 'Fe', 'occu': 0.95}, {'element': 'Co', 'occu': 0.05}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co1', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fe', 'occu': 0.95}, {'element': 'Co', 'occu': 0.05}], 'abc': [0.5, 0.5, 0.0], 'properties': {}, 'label': 'Co1', 'xyz': [1.8444525000000003, 1.8444525, 2.2588028503043335e-16]}, {'species': [{'element': 'Se', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.764815], 'properties': {}, 'label': 'Se2', 'xyz': [2.966105841502696e-16, 1.8444525, 4.47737538411]}, {'species': [{'element': 'Se', 'occu': 1.0}], 'abc': [0.5, 0.0, 0.23518499999999998], 'properties': {}, 'label': 'Se2', 'xyz': [1.8444525, 0.0, 1.37681861589]}]}"
3101,Co0.05Nb3Rh0.95-MP-mp-1545-synth_doped.cif,1.96,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[5.186072, 0.0, 3.1755532374738565e-16], [8.339839846053814e-16, 5.186072, 3.1755532374738565e-16], [0.0, 0.0, 5.186072]], 'pbc': (True, True, True), 'a': 5.186072, 'b': 5.186072, 'c': 5.186072, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 139.48118416938905}, 'properties': {}, 'sites': [{'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.25], 'properties': {}, 'label': 'Nb0', 'xyz': [4.169919923026907e-16, 2.593036, 1.2965180000000003]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.75], 'properties': {}, 'label': 'Nb0', 'xyz': [4.169919923026907e-16, 2.593036, 3.8895540000000004]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.25, 0.0, 0.5], 'properties': {}, 'label': 'Nb0', 'xyz': [1.296518, 0.0, 2.593036]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.75, 0.0, 0.5], 'properties': {}, 'label': 'Nb0', 'xyz': [3.8895540000000004, 0.0, 2.5930360000000006]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.5, 0.25, 0.0], 'properties': {}, 'label': 'Nb0', 'xyz': [2.593036, 1.296518, 2.3816649281053926e-16]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.5, 0.75, 0.0], 'properties': {}, 'label': 'Nb0', 'xyz': [2.5930360000000006, 3.8895540000000004, 3.969441546842321e-16]}, {'species': [{'element': 'Rh', 'occu': 0.95}, {'element': 'Co', 'occu': 0.05}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co2', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Rh', 'occu': 0.95}, {'element': 'Co', 'occu': 0.05}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Co2', 'xyz': [2.5930360000000006, 2.593036, 2.5930360000000006]}]}"
3102,Co0.06Ge2Pd1.94Sr1-MP-mp-978986-synth_doped.cif,2.58,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[4.127164255059669, 0.0, -1.6335006383046717], [-0.6465272925912613, 4.076209912182743, -1.6335006383046717], [0.0, 0.0, 6.03054834]], 'pbc': (True, True, True), 'a': 4.438672, 'b': 4.438672, 'c': 6.03054834, 'alpha': 111.59328752, 'beta': 111.59328752, 'gamma': 89.99999998999999, 'volume': 101.4530475362769}, 'properties': {}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1.0}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Sr0', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ge', 'occu': 1.0}], 'abc': [0.37057, 0.37057, 0.74114], 'properties': {}, 'label': 'Ge1', 'xyz': [1.2898196391819179, 1.510521107157559, 3.258827933634476]}, {'species': [{'element': 'Ge', 'occu': 1.0}], 'abc': [0.6294299999999999, 0.6294299999999999, 0.25886], 'properties': {}, 'label': 'Ge1', 'xyz': [2.1908173232864896, 2.5656888050251836, -0.49528087024381917]}, {'species': [{'element': 'Pd', 'occu': 0.97}, {'element': 'Co', 'occu': 0.03}], 'abc': [0.25, 0.75, 0.5], 'properties': {}, 'label': 'Co3', 'xyz': [0.5468955943214713, 3.057157434137057, 1.3817735316953283]}, {'species': [{'element': 'Pd', 'occu': 0.97}, {'element': 'Co', 'occu': 0.03}], 'abc': [0.75, 0.25, 0.5], 'properties': {}, 'label': 'Co3', 'xyz': [2.9337413681469364, 1.0190524780456858, 1.3817735316953283]}]}"
3103,Co0.06La1Ru2.94Si2-MP-mp-29240-synth_doped.cif,6.62,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[3.6088705, 0.0, 2.209795853181154e-16], [7.929685925857823e-16, 4.931020608068878, -2.84692577365551], [0.0, 0.0, 5.69385245]], 'pbc': (True, True, True), 'a': 3.6088705, 'b': 5.693851999999999, 'c': 5.69385245, 'alpha': 119.99999737, 'beta': 90.0, 'gamma': 90.0, 'volume': 101.32446619960652}, 'properties': {}, 'sites': [{'species': [{'element': 'La', 'occu': 1.0}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'La0', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Si', 'occu': 1.0}], 'abc': [0.0, 0.3333333333333333, 0.6666666666666666], 'properties': {}, 'label': 'Si1', 'xyz': [2.6432286419526076e-16, 1.6436735360229593, 2.846926375448163]}, {'species': [{'element': 'Si', 'occu': 1.0}], 'abc': [0.0, 0.6666666666666667, 0.33333333333333337], 'properties': {}, 'label': 'Si1', 'xyz': [5.286457283905216e-16, 3.287347072045919, 3.00896326521638e-07]}, {'species': [{'element': 'Ru', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.5, 0.0, 0.5], 'properties': {}, 'label': 'Co3', 'xyz': [1.80443525, 0.0, 2.846926225]}, {'species': [{'element': 'Ru', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.5, 0.5, 0.0], 'properties': {}, 'label': 'Co3', 'xyz': [1.8044352500000005, 2.465510304034439, -1.423462886827755]}, {'species': [{'element': 'Ru', 'occu': 0.98}, {'element': 'Co', 'occu': 0.02}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Co3', 'xyz': [1.8044352500000005, 2.465510304034439, 1.4234633381722448]}]}"
3104,Co0.15La1Ru2.85Si2-MP-mp-29240-synth_doped.cif,6.45,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[3.6088705, 0.0, 2.209795853181154e-16], [7.929685925857823e-16, 4.931020608068878, -2.84692577365551], [0.0, 0.0, 5.69385245]], 'pbc': (True, True, True), 'a': 3.6088705, 'b': 5.693851999999999, 'c': 5.69385245, 'alpha': 119.99999737, 'beta': 90.0, 'gamma': 90.0, 'volume': 101.32446619960652}, 'properties': {}, 'sites': [{'species': [{'element': 'La', 'occu': 1.0}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'La0', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Si', 'occu': 1.0}], 'abc': [0.0, 0.3333333333333333, 0.6666666666666666], 'properties': {}, 'label': 'Si1', 'xyz': [2.6432286419526076e-16, 1.6436735360229593, 2.846926375448163]}, {'species': [{'element': 'Si', 'occu': 1.0}], 'abc': [0.0, 0.6666666666666667, 0.33333333333333337], 'properties': {}, 'label': 'Si1', 'xyz': [5.286457283905216e-16, 3.287347072045919, 3.00896326521638e-07]}, {'species': [{'element': 'Ru', 'occu': 0.95}, {'element': 'Co', 'occu': 0.049999999999999996}], 'abc': [0.5, 0.0, 0.5], 'properties': {}, 'label': 'Co3', 'xyz': [1.80443525, 0.0, 2.846926225]}, {'species': [{'element': 'Ru', 'occu': 0.95}, {'element': 'Co', 'occu': 0.049999999999999996}], 'abc': [0.5, 0.5, 0.0], 'properties': {}, 'label': 'Co3', 'xyz': [1.8044352500000005, 2.465510304034439, -1.423462886827755]}, {'species': [{'element': 'Ru', 'occu': 0.95}, {'element': 'Co', 'occu': 0.049999999999999996}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Co3', 'xyz': [1.8044352500000005, 2.465510304034439, 1.4234633381722448]}]}"
3105,Co0.15Ni0.85Zr2-MP-mp-328-synth_doped.cif,1.4,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[4.5682221555313385, 0.0, 2.6126594386970172], [2.2841110761207664, 4.600788853699339, 1.306329717617942], [0.0, 0.0, 5.30008668]], 'pbc': (True, True, True), 'a': 5.26257, 'b': 5.30008668, 'c': 5.30008668, 'alpha': 75.73108362, 'beta': 60.233880080000006, 'gamma': 60.233880080000006, 'volume': 111.39417733472082}, 'properties': {}, 'sites': [{'species': [{'element': 'Zr', 'occu': 1.0}], 'abc': [0.16306, 0.17388, 0.5], 'properties': {}, 'label': 'Zr0', 'xyz': [1.142055538596819, 0.7999851658812411, 3.3032081993733433]}, {'species': [{'element': 'Zr', 'occu': 1.0}], 'abc': [0.83694, 0.82612, 0.5], 'properties': {}, 'label': 'Zr0', 'xyz': [5.710277693055286, 3.800803687818098, 5.915867636941616]}, {'species': [{'element': 'Zr', 'occu': 1.0}], 'abc': [0.66306, 0.5, 0.17388], 'properties': {}, 'label': 'Zr0', 'xyz': [4.171060920506992, 2.3003944268496697, 3.3070938981498155]}, {'species': [{'element': 'Zr', 'occu': 1.0}], 'abc': [0.33694, 0.5, 0.82612], 'properties': {}, 'label': 'Zr0', 'xyz': [2.681272311145112, 2.3003944268496697, 5.911981938165143]}, {'species': [{'element': 'Ni', 'occu': 0.85}, {'element': 'Co', 'occu': 0.15}], 'abc': [0.25, 0.0, 0.0], 'properties': {}, 'label': 'Co2', 'xyz': [1.1420555388828346, 0.0, 0.6531648596742543]}, {'species': [{'element': 'Ni', 'occu': 0.85}, {'element': 'Co', 'occu': 0.15}], 'abc': [0.75, 0.0, 0.0], 'properties': {}, 'label': 'Co2', 'xyz': [3.426166616648504, 0.0, 1.959494579022763]}]}"
3106,Co0.15Ti0.85-MP-mp-1208254-synth_doped.cif,3.8,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[5.469207227411714, 0.0, 3.157648265000001], [1.823069075803905, 5.156418024289732, 3.157648265000001], [0.0, 0.0, 6.31529653]], 'pbc': (True, True, True), 'a': 6.315296530000001, 'b': 6.31529653, 'c': 6.31529653, 'alpha': 59.999999999999986, 'beta': 59.99999999999999, 'gamma': 60.00000000000001, 'volume': 178.1009533510469}, 'properties': {}, 'sites': [{'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.391432, 0.391433, 0.391433], 'properties': {}, 'label': 'Ti0', 'xyz': [2.854432120989372, 2.018392176501803, 4.944027775606715]}, {'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.8585670000000001, 0.8585670000000001, 0.42429799999999984], 'properties': {}, 'label': 'Ti0', 'xyz': [6.260907788822926, 4.427130353860363, 8.101672882958452]}, {'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.391433, 0.8257020000000002, 0.391432], 'properties': {}, 'label': 'Ti0', 'xyz': [3.6461399746768857, 4.257664675492081, 6.315293372351737]}, {'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.42429799999999984, 0.858568, 0.8585670000000001], 'properties': {}, 'label': 'Ti0', 'xyz': [3.885802458451142, 4.427135510278387, 9.472944795]}, {'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.391433, 0.391432, 0.8257020000000002], 'properties': {}, 'label': 'Ti0', 'xyz': [2.854435767127524, 2.0183870200837783, 7.686565284393287]}, {'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.8585670000000001, 0.8585670000000001, 0.858568], 'properties': {}, 'label': 'Ti0', 'xyz': [6.260907788822926, 4.427130353860363, 10.844216707041554]}, {'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.8257020000000002, 0.391433, 0.391433], 'properties': {}, 'label': 'Ti0', 'xyz': [5.229544743637458, 2.018392176501803, 6.315299687648267]}, {'species': [{'element': 'Ti', 'occu': 1.0}], 'abc': [0.858568, 0.42429799999999984, 0.8585670000000001], 'properties': {}, 'label': 'Ti0', 'xyz': [5.469210873549866, 2.187857854870084, 9.472944795]}, {'species': [{'element': 'Co', 'occu': 0.75}, {'element': 'Ti', 'occu': 0.25}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ti2', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Co', 'occu': 0.75}, {'element': 'Ti', 'occu': 0.25}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Ti2', 'xyz': [1.8230690758039048, 1.289104506072433, 3.1576482650000006]}]}"
3107,Co0.1Fe0.9Se1-MP-mp-20311-synth_doped.cif,5.0,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[3.688905, 0.0, 2.2588028503043335e-16], [5.932211683005392e-16, 3.688905, 2.2588028503043335e-16], [0.0, 0.0, 5.854194]], 'pbc': (True, True, True), 'a': 3.688905, 'b': 3.688905, 'c': 5.854194, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 79.66398961559156}, 'properties': {}, 'sites': [{'species': [{'element': 'Fe', 'occu': 0.9}, {'element': 'Co', 'occu': 0.1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co1', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fe', 'occu': 0.9}, {'element': 'Co', 'occu': 0.1}], 'abc': [0.5, 0.5, 0.0], 'properties': {}, 'label': 'Co1', 'xyz': [1.8444525000000003, 1.8444525, 2.2588028503043335e-16]}, {'species': [{'element': 'Se', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.764815], 'properties': {}, 'label': 'Se2', 'xyz': [2.966105841502696e-16, 1.8444525, 4.47737538411]}, {'species': [{'element': 'Se', 'occu': 1.0}], 'abc': [0.5, 0.0, 0.23518499999999998], 'properties': {}, 'label': 'Se2', 'xyz': [1.8444525, 0.0, 1.37681861589]}]}"
3108,Co0.1Nb3Rh0.9-MP-mp-1545-synth_doped.cif,1.9,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[5.186072, 0.0, 3.1755532374738565e-16], [8.339839846053814e-16, 5.186072, 3.1755532374738565e-16], [0.0, 0.0, 5.186072]], 'pbc': (True, True, True), 'a': 5.186072, 'b': 5.186072, 'c': 5.186072, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 139.48118416938905}, 'properties': {}, 'sites': [{'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.25], 'properties': {}, 'label': 'Nb0', 'xyz': [4.169919923026907e-16, 2.593036, 1.2965180000000003]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.0, 0.5, 0.75], 'properties': {}, 'label': 'Nb0', 'xyz': [4.169919923026907e-16, 2.593036, 3.8895540000000004]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.25, 0.0, 0.5], 'properties': {}, 'label': 'Nb0', 'xyz': [1.296518, 0.0, 2.593036]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.75, 0.0, 0.5], 'properties': {}, 'label': 'Nb0', 'xyz': [3.8895540000000004, 0.0, 2.5930360000000006]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.5, 0.25, 0.0], 'properties': {}, 'label': 'Nb0', 'xyz': [2.593036, 1.296518, 2.3816649281053926e-16]}, {'species': [{'element': 'Nb', 'occu': 1.0}], 'abc': [0.5, 0.75, 0.0], 'properties': {}, 'label': 'Nb0', 'xyz': [2.5930360000000006, 3.8895540000000004, 3.969441546842321e-16]}, {'species': [{'element': 'Rh', 'occu': 0.9}, {'element': 'Co', 'occu': 0.1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co2', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Rh', 'occu': 0.9}, {'element': 'Co', 'occu': 0.1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Co2', 'xyz': [2.5930360000000006, 2.593036, 2.5930360000000006]}]}"
